1;arms_factory;2180.00;14.98;3820.00;0.41;0
1;arms_factory;2174.00;13.82;3822.00;3.07;0
1;arms_factory;2179.00;17.93;3816.00;6.09;0
1;arms_factory;2166.00;17.70;3813.00;2.47;0
1;arms_factory;2191.00;17.43;3810.00;5.13;0
1;arms_factory;2169.00;9.50;3831.00;1.52;0
1;industrial_complex;2169.00;10.35;3826.00;4.54;0
1;industrial_complex;2194.00;16.70;3812.00;5.74;0
1;industrial_complex;2197.00;17.25;3806.00;3.58;0
1;industrial_complex;2205.00;9.50;3827.00;5.14;0
1;industrial_complex;2190.00;10.20;3828.00;1.52;0
1;industrial_complex;2192.00;12.53;3824.00;4.19;0
1;air_base;2176.00;12.45;3824.00;2.03;0
1;naval_base;2206.00;9.50;3831.00;-3.39;12067
1;naval_base;2152.00;9.50;3827.00;-3.14;12067
1;naval_base;2179.00;9.50;3834.00;-3.14;12067
1;naval_base;2168.00;9.50;3832.00;-3.00;12067
1;naval_base;2185.00;9.50;3834.00;-3.46;12067
1;naval_base;2199.00;9.50;3833.00;-3.42;12067
1;bunker;2192.00;17.05;3812.00;3.74;0
1;bunker;2185.00;20.43;3803.00;0.48;0
1;bunker;2198.00;12.93;3822.00;3.14;0
1;bunker;2163.00;9.50;3828.00;5.81;0
1;bunker;2172.00;12.98;3823.00;2.54;0
1;bunker;2176.00;22.13;3808.00;5.21;0
1;bunker;2183.00;17.80;3816.00;1.59;0
1;bunker;2175.00;13.03;3823.00;4.25;0
1;bunker;2155.00;10.13;3821.00;0.99;0
1;bunker;2176.00;21.50;3810.00;3.66;0
1;bunker;2173.00;21.30;3810.00;0.04;0
1;bunker;2190.00;9.50;3832.00;2.70;0
1;bunker;2178.00;9.50;3832.00;5.72;0
1;bunker;2201.00;11.00;3825.00;0.64;0
1;coastal_bunker;2206.00;9.50;3831.00;-3.39;0
1;coastal_bunker;2164.00;9.50;3831.00;-3.14;0
1;coastal_bunker;2178.00;9.50;3834.00;-3.14;0
1;coastal_bunker;2195.00;9.50;3833.00;-3.42;0
1;coastal_bunker;2191.00;9.50;3834.00;-3.46;0
1;coastal_bunker;2169.00;9.50;3832.00;-3.00;0
1;dockyard;2160.00;9.50;3830.00;-3.14;0
1;anti_air_building;2172.00;11.57;3825.00;5.28;0
1;anti_air_building;2161.00;11.60;3821.00;0.20;0
1;anti_air_building;2206.00;9.50;3830.00;3.22;0
1;synthetic_refinery;2173.00;9.50;3830.00;5.88;0
1;fuel_silo;2201.00;15.10;3815.00;2.26;0
1;radar_station;2182.00;17.93;3816.00;0.72;0
2;arms_factory;2588.00;16.90;3707.00;6.09;0
2;arms_factory;2611.00;15.55;3709.00;2.47;0
2;arms_factory;2561.00;12.57;3715.00;5.13;0
2;arms_factory;2573.00;17.50;3700.00;1.52;0
2;arms_factory;2574.00;17.33;3702.00;4.54;0
2;arms_factory;2566.00;9.50;3726.00;5.74;0
2;industrial_complex;2570.00;9.50;3728.00;3.58;0
2;industrial_complex;2573.00;15.80;3709.00;5.14;0
2;industrial_complex;2604.00;17.05;3703.00;1.52;0
2;industrial_complex;2598.00;17.15;3705.00;4.19;0
2;industrial_complex;2586.00;9.50;3731.00;2.03;0
2;industrial_complex;2591.00;12.35;3722.00;5.05;0
2;air_base;2589.00;11.50;3724.00;6.25;0
2;naval_base;2605.00;9.50;3730.00;-3.61;12068
2;naval_base;2587.00;9.50;3732.00;-3.14;12068
2;naval_base;2598.00;9.50;3731.00;-3.93;12068
2;naval_base;2568.00;9.50;3729.00;-2.68;12068
2;naval_base;2547.00;9.50;3720.00;-2.36;12068
2;bunker;2566.00;15.15;3710.00;0.48;0
2;bunker;2604.00;15.95;3710.00;3.14;0
2;bunker;2607.00;12.38;3720.00;5.81;0
2;bunker;2555.00;12.85;3711.00;2.54;0
2;bunker;2601.00;12.45;3721.00;5.21;0
2;bunker;2608.00;9.50;3728.00;1.59;0
2;bunker;2614.00;15.95;3705.00;4.25;0
2;bunker;2581.00;17.95;3699.00;0.99;0
2;bunker;2591.00;17.60;3702.00;3.66;0
2;bunker;2594.00;15.80;3712.00;0.04;0
2;bunker;2567.00;10.82;3721.00;2.70;0
2;bunker;2596.00;17.23;3705.00;5.72;0
2;bunker;2580.00;16.40;3708.00;0.64;0
2;bunker;2573.00;9.50;3726.00;4.76;0
2;bunker;2585.00;16.23;3710.00;2.61;0
2;bunker;2554.00;11.38;3714.00;2.71;0
2;bunker;2571.00;18.18;3693.00;0.55;0
2;bunker;2589.00;10.30;3726.00;3.21;0
2;bunker;2588.00;9.50;3730.00;4.77;0
2;bunker;2570.00;17.60;3698.00;1.16;0
2;bunker;2575.00;16.20;3708.00;5.28;0
2;bunker;2598.00;9.50;3730.00;0.20;0
2;coastal_bunker;2553.00;9.50;3723.00;-2.36;0
2;coastal_bunker;2589.00;9.50;3732.00;-3.93;0
2;coastal_bunker;2584.00;9.50;3732.00;-3.14;0
2;coastal_bunker;2566.00;9.50;3728.00;-2.68;0
2;coastal_bunker;2612.00;9.50;3729.00;-3.61;0
2;dockyard;2605.00;9.50;3730.00;-3.61;0
2;anti_air_building;2600.00;12.15;3722.00;0.71;0
2;anti_air_building;2612.00;13.55;3715.00;4.83;0
